DISTRICT_NAME,Crop_Year,Area,Production,K,N,P,temperature,humidity,ph,rainfall,season
BENGALURU,1998,2121,6847,49,36,15,33.65338947,65.32984917,7.17274929,231.7932761,Summer
BENGALURU,2000,2491,6688,41,45,14,27.32574807,72.57873869,7.426283174,406.5437317,Summer
BENGALURU,1997,1252,3490,52,41,7,29.67708067,68.83555185,6.956171785,438.7421345,Summer
BENGALURU,2001,1592,3271,53,38,9,26.67144794,68.33609127,7.217354486,188.8441553,Summer
BENGALURU,2004,725,3243,49,41,10,33.75060801,88.48613503,7.326222424,100.8504685,Summer
BENGALURU,2005,1026,3190,52,37,11,25.7376854,69.19197064,6.621894917,294.8363119,Summer
BENGALURU,2003,427,2125,50,43,7,28.90369425,86.28989027,6.365560587,299.0964068,Summer
BENGALURU,2008,467,1813,47,41,12,33.32405231,82.68822153,6.979559695,447.2971453,Summer
BENGALURU,2006,557,1744,48,42,10,27.99038936,84.10143662,6.948973873,389.6351167,Summer
BENGALURU,2009,447,1662,42,48,10,32.46975168,67.78517324,7.208223291,322.880219,Summer
BENGALURU,2007,517,1642,44,47,9,25.71428783,81.73715493,6.134264007,105.5299104,Summer
BENGALURU,2011,360,1400,48,45,7,32.19600968,62.71456012,6.908156246,167.3449231,Summer
BENGALURU,2010,400,1293,59,31,10,25.31173533,73.6822833,6.582823493,183.9762806,Summer
BENGALURU,2002,462,1278,51,40,9,31.95342892,79.5766677,6.574728157,161.8337669,Summer
BENGALURU,2012,178,639,60,32,8,27.05662927,73.46022536,6.075403424,451.9877823,Summer
BENGALURU,2013,59,218,59,32,9,33.24668559,66.37283908,7.237451683,478.4403697,Summer
BENGALURU,2014,21,87,60,30,10,25.50106262,67.93079939,6.837729548,100.1460431,Summer
BIDAR,2000,11483,10428,42,45,13,26.36779376,64.69908132,6.506086861,435.8969918,Kharif
BIDAR,2000,11483,10428,52,42,6,27.39191807,63.3546224,6.113941671,117.3776301,Kharif
BIDAR,2000,11483,10428,41,35,24,29.69100615,85.21855458,6.323428372,312.1696911,Kharif
BIDAR,2001,11224,9048,41,31,28,34.43993216,80.46470431,6.134610352,289.2127175,Kharif
BIDAR,2001,11224,9048,51,36,13,26.4096802,89.19453931,7.187390752,464.6650413,Kharif
BIDAR,2001,11224,9048,60,30,10,34.56871716,85.96945681,6.042829282,387.0176947,Kharif
BIDAR,1999,10023,8373,47,43,10,29.77137596,79.26939011,7.257715052,212.7256475,Kharif
BIDAR,1999,10023,8373,48,38,14,27.36445275,86.48696579,6.496640538,414.0014619,Kharif
BIDAR,1999,10023,8373,46,33,21,26.75694977,84.14770492,6.656588802,246.28965,Kharif
BIDAR,1997,9385,6109,41,53,6,29.41877697,64.59061221,6.179177851,498.2409093,Kharif
BIDAR,2011,6489,5830,46,48,6,27.09173588,71.46366541,6.496218274,251.1992147,Kharif
BIDAR,2011,6489,5830,51,36,13,25.41930292,84.8639812,7.05745886,209.1782755,Kharif
BIDAR,1998,9587,5825,53,42,5,31.06888437,78.11771263,6.403775619,321.5295198,Kharif
BIDAR,2002,10083,5672,57,30,13,26.4192891,67.57233537,6.263718341,388.3806335,Kharif
BIDAR,2002,10083,5672,40,49,11,28.62033744,88.3526497,6.052091538,143.8429575,Kharif
BIDAR,2002,10083,5672,57,31,12,27.09173588,71.46366541,6.496218274,251.1992147,Kharif
BIDAR,2013,3572,5541,49,33,18,30.07757085,63.47280868,7.085346393,347.8971108,Kharif
BIDAR,2013,3572,5541,51,41,8,31.18756135,89.22191226,6.106904202,444.656833,Kharif
BIDAR,2012,4939,4880,55,37,8,25.45795188,81.85428896,7.241799072,241.4073518,Kharif
BIDAR,2012,4939,4880,41,33,26,26.4096802,89.19453931,7.187390752,464.6650413,Kharif
BIDAR,2010,4927,4816,54,32,14,34.56871716,85.96945681,6.042829282,387.0176947,Kharif
BIDAR,2010,4927,4816,54,35,11,32.90856545,74.5925629,7.165719471,478.2988377,Kharif
BIDAR,2010,4927,4816,48,46,6,28.77056642,62.53944403,7.404731341,283.8734747,Kharif
BIDAR,2010,4927,4816,52,33,15,27.36445275,86.48696579,6.496640538,414.0014619,Kharif
BIDAR,2006,7077,4449,43,43,14,33.51207335,69.49164523,6.042084226,217.7482771,Kharif
BIDAR,2006,7077,4449,56,35,9,30.7284167,87.79182883,6.028154669,345.4121369,Kharif
BIDAR,2006,7077,4449,48,33,19,27.0148318,78.73984805,6.644088302,347.8086016,Kharif
BIDAR,2006,7077,4449,51,38,11,30.07757085,63.47280868,7.085346393,347.8971108,Kharif
BIDAR,2007,6812,4223,54,31,15,33.21527757,69.03643599,7.29309393,394.5436277,Kharif
BIDAR,2007,6812,4223,47,36,17,26.1558708,88.22094755,6.35336305,106.6293995,Kharif
BIDAR,2007,6812,4223,54,33,13,31.21912693,60.44679889,6.735037278,287.9581613,Kharif
BIDAR,2007,6812,4223,45,32,23,31.29205168,61.72565827,6.841945636,221.7316692,Kharif
BIDAR,2008,5503,4077.72,46,48,6,26.75694977,84.14770492,6.656588802,246.28965,Kharif
BIDAR,2008,5503,4077.72,41,46,13,29.69159806,79.06113396,6.816849844,220.1394353,Kharif
BIDAR,2008,5503,4077.72,44,35,21,27.74721654,65.00258933,6.168399842,396.2873712,Kharif
BIDAR,2008,5503,4077.72,53,31,16,25.90562119,64.89941304,7.175435089,379.7513357,Kharif
BIDAR,2005,7436,4059,44,50,6,26.1558708,88.22094755,6.35336305,106.6293995,Kharif
BIDAR,2005,7436,4059,47,41,12,30.95535188,61.05467115,6.987306942,437.9007871,Kharif
BIDAR,2005,7436,4059,40,36,24,26.00248715,73.22299178,6.954016109,127.7827829,Kharif
BIDAR,2005,7436,4059,53,41,6,25.45795188,81.85428896,7.241799072,241.4073518,Kharif
BIDAR,2009,5039,3877.51,56,36,8,29.69100615,85.21855458,6.323428372,312.1696911,Kharif
BIDAR,2009,5039,3877.51,46,32,22,28.42910047,89.93214086,6.254578109,321.4873693,Kharif
BIDAR,2009,5039,3877.51,42,47,11,34.96942119,70.02387277,6.203495702,462.3173355,Kharif
BIDAR,2009,5039,3877.51,52,38,10,33.04390637,73.81429516,6.450004724,387.8580587,Kharif
BIDAR,2003,8768,3536,47,42,11,29.17690618,73.90289721,6.711124144,225.6145066,Kharif
BIDAR,2003,8768,3536,50,33,17,29.69159806,79.06113396,6.816849844,220.1394353,Kharif
BIDAR,2004,7999,3495.56,44,34,22,31.36874988,83.1759622,6.105782713,401.0808744,Kharif
BIDAR,2004,7999,3495.56,52,42,6,31.71650354,72.87167767,6.271675241,446.4680988,Kharif
BIDAR,2014,2063,1989,49,44,7,31.29205168,61.72565827,6.841945636,221.7316692,Kharif
BIDAR,2014,2063,1989,43,48,9,30.95535188,61.05467115,6.987306942,437.9007871,Kharif
BIDAR,2005,112,180,56,31,13,22.30157427,80.64416466,6.043304899,197.9791215,Rabi
BIDAR,2006,64,110,59,30,11,21.44653958,84.94375962,5.824709117,272.2017204,Rabi
BIDAR,2000,34,49,47,38,15,26.35927159,84.04403589,6.286500176,271.3586137,Rabi
BIDAR,2001,30,45,41,43,16,24.52922681,80.54498576,7.070959995,260.2634026,Rabi
BIDAR,2007,26,45,57,33,10,22.17931888,80.33127223,6.357389366,200.0882787,Rabi
BIDAR,2002,25,40,60,35,5,20.77576147,84.49774397,6.244841491,240.0810647,Rabi
BIDAR,1997,2,3,42,31,27,35.0756354,80.52389148,7.778915154,257.0038865,Rabi
BIDAR,2000,11483,10428,58,32,10,30.69444324,89.07917539,6.5923208,293.1504676,Summer
BIDAR,2001,11224,9048,58,33,9,31.274209,76.03140016,7.411066759,456.8540477,Summer
BIDAR,1999,10023,8373,53,37,10,28.27433027,84.24596362,7.15899035,132.7759914,Summer
BIDAR,1997,9385,6109,54,41,5,28.33375957,82.43355503,6.814192371,272.7962258,Summer
BIDAR,1998,9587,5825,46,35,19,25.50106262,67.93079939,6.837729548,100.1460431,Summer
BIDAR,2002,10083,5672,47,34,19,28.33375957,82.43355503,6.814192371,272.7962258,Summer
BIDAR,1999,5,7,58,35,7,38.78686047,60.40806107,6.393155087,368.0352354,Summer
BIJAPUR,1997,450,635,40,40,20,25.90562119,64.89941304,7.175435089,379.7513357,Kharif
BIJAPUR,1998,394,541,53,33,14,33.04390637,73.81429516,6.450004724,387.8580587,Kharif
BIJAPUR,2000,341,529,49,46,5,27.39191807,63.3546224,6.113941671,117.3776301,Kharif
BIJAPUR,2000,341,529,48,37,15,31.06888437,78.11771263,6.403775619,321.5295198,Kharif
BIJAPUR,2000,341,529,52,33,15,25.63294992,88.91331106,6.799541553,426.7772474,Kharif
BIJAPUR,1999,365,506,57,36,7,27.36445275,86.48696579,6.496640538,414.0014619,Kharif
BIJAPUR,1999,365,506,50,38,12,29.41877697,64.59061221,6.179177851,498.2409093,Kharif
BIJAPUR,1999,365,506,40,47,13,33.49097245,87.06963425,7.016058994,105.3834271,Kharif
BIJAPUR,2011,88,283,57,31,12,34.1004399,82.57792734,7.370074703,106.7003649,Kharif
BIJAPUR,2011,88,283,60,34,6,29.41877697,64.59061221,6.179177851,498.2409093,Kharif
BIJAPUR,2012,97,247,48,44,8,32.87937867,66.44189468,7.198924973,403.5788024,Kharif
BIJAPUR,2012,97,247,51,30,19,28.62033744,88.3526497,6.052091538,143.8429575,Kharif
BIJAPUR,2010,71,228,52,36,12,28.73831522,84.12967395,7.135497412,277.045029,Kharif
BIJAPUR,2010,71,228,48,45,7,29.87822078,76.30600724,6.394525396,178.3441443,Kharif
BIJAPUR,2010,71,228,56,32,12,33.51207335,69.49164523,6.042084226,217.7482771,Kharif
BIJAPUR,2010,71,228,57,31,12,29.41877697,64.59061221,6.179177851,498.2409093,Kharif
BIJAPUR,2013,52,154,59,34,7,34.74140829,73.75157785,6.473208641,405.7583896,Kharif
BIJAPUR,2013,52,154,60,34,6,30.29395685,79.59438553,6.678922949,251.89258,Kharif
BIJAPUR,2014,50,153,47,45,8,27.18634432,72.9908154,7.317125261,127.5875102,Kharif
BIJAPUR,2014,50,153,28,45,27,26.49027109,82.20760652,7.267428494,491.2970482,Kharif
BIJAPUR,2005,77,137,48,32,20,31.21912693,60.44679889,6.735037278,287.9581613,Kharif
BIJAPUR,2005,77,137,49,37,14,26.49027109,82.20760652,7.267428494,491.2970482,Kharif
BIJAPUR,2005,77,137,43,52,5,34.43993216,80.46470431,6.134610352,289.2127175,Kharif
BIJAPUR,2005,77,137,54,35,11,30.05869479,77.99424226,6.237914595,468.488471,Kharif
BIJAPUR,2009,27,76.95,54,30,16,29.69159806,79.06113396,6.816849844,220.1394353,Kharif
BIJAPUR,2009,27,76.95,49,45,6,29.17391399,75.04820604,6.198535738,281.7955273,Kharif
BIJAPUR,2009,27,76.95,44,32,24,26.1558708,88.22094755,6.35336305,106.6293995,Kharif
BIJAPUR,2009,27,76.95,46,30,24,25.41930292,84.8639812,7.05745886,209.1782755,Kharif
BIJAPUR,2006,34,73,55,37,8,27.74721654,65.00258933,6.168399842,396.2873712,Kharif
BIJAPUR,2006,34,73,48,41,11,26.1911459,67.96259246,7.372010954,100.0628893,Kharif
BIJAPUR,2006,34,73,56,36,8,26.4192891,67.57233537,6.263718341,388.3806335,Kharif
BIJAPUR,2006,34,73,50,41,9,34.87642755,71.10974584,6.488288977,307.6601924,Kharif
BIJAPUR,2004,29,47.11,48,36,16,27.0148318,78.73984805,6.644088302,347.8086016,Kharif
BIJAPUR,2004,29,47.11,60,31,9,32.295482,79.39745197,6.672312205,115.4918529,Kharif
BIJAPUR,2007,20,45,43,42,15,34.96942119,70.02387277,6.203495702,462.3173355,Kharif
BIJAPUR,2007,20,45,54,31,15,33.51207335,69.49164523,6.042084226,217.7482771,Kharif
BIJAPUR,2007,20,45,60,35,5,29.17690618,73.90289721,6.711124144,225.6145066,Kharif
BIJAPUR,2007,20,45,50,31,19,26.14536714,69.5265516,6.049057544,287.5748914,Kharif
BIJAPUR,2008,12,37.05,23,37,40,28.77056642,62.53944403,7.404731341,283.8734747,Kharif
BIJAPUR,2008,12,37.05,28,45,27,28.73831522,84.12967395,7.135497412,277.045029,Kharif
BIJAPUR,2008,12,37.05,56,33,11,31.36874988,83.1759622,6.105782713,401.0808744,Kharif
BIJAPUR,2008,12,37.05,52,39,9,26.65616579,73.10556327,7.238600554,303.5331364,Kharif
BIJAPUR,2003,28,31,41,41,18,26.00248715,73.22299178,6.954016109,127.7827829,Kharif
BIJAPUR,2003,28,31,41,43,16,28.73831522,84.12967395,7.135497412,277.045029,Kharif
BIJAPUR,2002,15,16,52,37,11,28.62033744,88.3526497,6.052091538,143.8429575,Kharif
BIJAPUR,2002,15,16,28,45,27,26.75694977,84.14770492,6.656588802,246.28965,Kharif
BIJAPUR,2002,15,16,51,35,14,26.36779376,64.69908132,6.506086861,435.8969918,Kharif
BIJAPUR,2002,15,16,52,33,15,29.21063014,73.69450202,6.387730386,189.3312981,Kharif
BIJAPUR,2001,4,6,23,37,40,36.4096802,89.19453931,7.187390752,464.6650413,Kharif
BIJAPUR,2001,4,6,60,35,5,39.77137596,79.26939011,7.257715052,212.7256475,Kharif
BIJAPUR,2001,4,6,44,35,21,33.59661319,63.08016471,6.516362802,424.1140483,Kharif
BIJAPUR,2005,14,23,55,32,13,20.26707606,81.63895217,5.01450727,270.4417274,Rabi
BIJAPUR,2006,10,17,47,38,15,25.7354293,83.88266234,6.149410611,233.1321372,Rabi
BIJAPUR,1997,450,635,52,30,18,26.4267485,77.90106475,6.867700269,379.4134802,Summer
BIJAPUR,1998,394,541,49,32,19,28.78686047,60.40806107,6.393155087,368.0352354,Summer
BIJAPUR,2000,341,529,49,32,19,33.47219836,62.49594209,6.145305163,399.8863919,Summer
BIJAPUR,1999,365,506,57,36,7,26.90669593,78.03709138,6.578496501,155.755351,Summer
BIJAPUR,2001,4,6,28,45,27,31.37037247,79.99146546,6.144336118,443.6561897,Summer
CHAMARAJANAGAR,2013,15001,55778,50,36,14,32.295482,79.39745197,6.672312205,115.4918529,Kharif
CHAMARAJANAGAR,1998,16108,52488,45,35,20,29.33693538,69.18582829,7.446733102,192.1415987,Kharif
CHAMARAJANAGAR,2001,16603,49259,47,45,8,30.7606273,69.37445478,7.244554265,199.0579052,Kharif
CHAMARAJANAGAR,2004,14425,48511.28,44,49,7,31.06117708,74.81352176,7.066618154,239.74586,Kharif
CHAMARAJANAGAR,2010,16244,46851,54,34,12,32.90374028,63.6814678,6.710908591,206.3787957,Kharif
CHAMARAJANAGAR,2008,15768,44789,44,50,6,30.29395685,79.59438553,6.678922949,251.89258,Kharif
CHAMARAJANAGAR,2014,13739,44455,55,39,6,28.42910047,89.93214086,6.254578109,321.4873693,Kharif
CHAMARAJANAGAR,2005,15969,44252,58,35,7,31.20534605,64.8811086,7.308950836,200.4011655,Kharif
CHAMARAJANAGAR,2007,16478,43550,50,32,18,31.18756135,89.22191226,6.106904202,444.656833,Kharif
CHAMARAJANAGAR,2009,16480,43523.68,52,41,7,34.40569122,62.65700424,6.734494567,457.9506151,Kharif
CHAMARAJANAGAR,2011,14443,43509,50,41,9,26.87371969,64.7242487,6.978896898,180.0294854,Kharif
CHAMARAJANAGAR,2006,15124,43419,40,53,7,26.75346808,70.66481497,6.218132301,176.6644933,Kharif
CHAMARAJANAGAR,2000,16213,42295,54,34,12,26.55297823,83.20342017,7.440815799,418.5874147,Kharif
CHAMARAJANAGAR,1999,13892,41532,47,31,22,26.12531385,62.75938109,7.12682718,414.4734668,Kharif
CHAMARAJANAGAR,2002,10474,34458,46,30,24,29.62321842,64.78382679,7.210374386,101.5140469,Kharif
CHAMARAJANAGAR,2003,9729,26018,53,31,16,30.94144775,79.3702285,6.015094405,294.9142186,Kharif
CHAMARAJANAGAR,2012,6871,23401,60,32,8,31.71650354,72.87167767,6.271675241,446.4680988,Kharif
CHAMARAJANAGAR,2012,5933,20646,43,46,11,24.63544858,80.41363018,7.730367824,253.7202781,Rabi
CHAMARAJANAGAR,2003,826,2448,44,43,13,22.78133816,82.06719137,6.430010215,248.7183228,Rabi
CHAMARAJANAGAR,2002,900,1879,48,31,21,24.17298839,83.7287574,5.583370042,257.0343554,Rabi
CHAMARAJANAGAR,2011,489,1693,48,46,6,21.66628296,80.70960551,7.062779015,210.8142087,Rabi
CHAMARAJANAGAR,2004,400,1349,46,44,10,25.62980105,83.52842314,5.534878156,209.9001977,Rabi
CHAMARAJANAGAR,2005,503,1202,54,39,7,25.59704938,80.14509262,6.903985986,200.834898,Rabi
CHAMARAJANAGAR,2001,600,1150,57,36,7,21.01944696,82.95221726,7.416245107,298.4018471,Rabi
CHAMARAJANAGAR,2008,126,398,50,34,16,24.8972823,80.52586088,6.13428721,183.6793207,Rabi
CHAMARAJANAGAR,2009,132,392,41,38,21,24.958779,84.47963372,5.206373153,196.9560008,Rabi
CHAMARAJANAGAR,2006,140,355,50,30,20,23.83067496,84.81360127,6.271478838,298.5601175,Rabi
CHAMARAJANAGAR,2007,130,330,48,46,6,26.31355498,82.36698992,7.224285503,265.5355937,Rabi
CHAMARAJANAGAR,2010,73,206,44,49,7,23.24113501,84.59201843,7.782051313,233.0453455,Rabi
CHAMARAJANAGAR,2000,85,182,43,41,16,23.86330467,83.15250801,5.561398642,285.2493645,Rabi
CHAMARAJANAGAR,1998,70,153,23,37,40,26.79533926,82.1480873,5.950660556,193.3473987,Rabi
CHAMARAJANAGAR,2013,26,65,52,43,5,23.43121862,83.06310136,5.286203711,219.9048349,Rabi
CHAMARAJANAGAR,2014,17,57,54,30,16,20.0454142,80.3477562,6.766240045,208.5810155,Rabi
CHAMARAJANAGAR,1999,12,26,55,31,14,26.75754171,81.17734011,5.960370061,272.2999056,Rabi
CHAMARAJANAGAR,2008,3400,10372,44,43,13,25.75357485,84.9160324,6.204046282,108.7526068,Summer
CHAMARAJANAGAR,2007,3093,7475,53,34,13,34.60578725,66.97806384,7.041903857,393.6590402,Summer
CHAMARAJANAGAR,1998,2287,6709,52,35,13,28.13552749,78.80336225,6.463786115,203.7578811,Summer
CHAMARAJANAGAR,2010,2126,6635,43,51,6,34.07952451,79.15131246,6.440319405,419.5600518,Summer
CHAMARAJANAGAR,2000,2485,6296,53,34,13,25.33347448,71.07899105,6.198849775,180.3543137,Summer
CHAMARAJANAGAR,2004,1205,5391,42,35,23,31.4770292,79.76874643,6.522517414,100.819545,Summer
CHAMARAJANAGAR,2001,1788,5191,50,32,18,28.45413499,86.22016382,6.83528554,209.2255178,Summer
CHAMARAJANAGAR,2005,1759,4679,58,35,7,25.22588577,80.2032137,6.412401509,169.050138,Summer
CHAMARAJANAGAR,1999,1435,4451,48,33,19,25.78997843,61.18846318,6.505540884,430.0549273,Summer
CHAMARAJANAGAR,2003,910,3302,40,36,24,26.35053421,81.78257619,6.240566059,390.3682224,Summer
CHAMARAJANAGAR,2006,1016,2305,48,43,9,33.46206487,81.39798936,6.484165381,439.6979728,Summer
CHAMARAJANAGAR,2009,502,1754,48,36,16,25.53279423,70.4136815,7.389101926,114.2722759,Summer
CHAMARAJANAGAR,2011,509,1565,60,31,9,31.07654392,61.36474008,7.031474192,360.0224713,Summer
CHAMARAJANAGAR,2013,350,1226,54,37,9,28.39729473,61.18990041,6.00203635,265.9823439,Summer
CHAMARAJANAGAR,2012,260,1220,56,33,11,31.26041636,84.49589575,6.910253244,207.4008627,Summer
CHAMARAJANAGAR,2002,669,1135,53,33,14,25.26935274,83.5694414,7.461724473,151.7766584,Summer
CHAMARAJANAGAR,2014,60,209,46,33,21,26.47245934,64.49304939,7.174923324,440.4711397,Summer
CHIKBALLAPUR,2010,6599,21666,45,30,25,26.08981963,63.81127494,7.333591295,116.7474061,Kharif
CHIKBALLAPUR,2010,6599,21666,45,49,6,26.18344455,66.81457432,6.498868219,416.1247321,Kharif
CHIKBALLAPUR,2011,5152,15249,58,32,10,27.55666641,86.97230102,6.532585895,324.5714499,Kharif
CHIKBALLAPUR,2011,5152,15249,58,32,10,31.06888437,78.11771263,6.403775619,321.5295198,Kharif
CHIKBALLAPUR,2008,5061,15014,58,31,11,26.43377694,76.34020091,6.601684242,221.1193143,Kharif
CHIKBALLAPUR,2008,5061,15014,55,38,7,30.29395685,79.59438553,6.678922949,251.89258,Kharif
CHIKBALLAPUR,2007,3974,10646,55,37,8,29.17391399,75.04820604,6.198535738,281.7955273,Kharif
CHIKBALLAPUR,2007,3974,10646,58,32,10,26.00248715,73.22299178,6.954016109,127.7827829,Kharif
CHIKBALLAPUR,2012,3082,8623,40,52,8,34.42330984,79.88119416,7.100006065,323.2504123,Kharif
CHIKBALLAPUR,2012,3082,8623,41,39,20,26.00248715,73.22299178,6.954016109,127.7827829,Kharif
CHIKBALLAPUR,2009,2649,6742,49,45,6,32.3357081,69.39607135,7.334984118,252.6482237,Kharif
CHIKBALLAPUR,2009,2649,6742,48,45,7,30.95535188,61.05467115,6.987306942,437.9007871,Kharif
CHIKBALLAPUR,2013,2095,5983,52,34,14,26.21826274,71.83865428,7.48953239,314.7533302,Kharif
CHIKBALLAPUR,2013,2095,5983,44,50,6,34.40569122,62.65700424,6.734494567,457.9506151,Kharif
CHIKBALLAPUR,2014,799,1900,58,34,8,33.31321927,67.28769377,7.456801322,397.6218704,Kharif
CHIKBALLAPUR,2014,799,1900,56,31,13,28.99144874,89.89030152,7.378738998,201.9139374,Kharif
CHIKBALLAPUR,2010,1155,2748,41,49,10,26.22916897,83.83625819,5.543360238,286.5083725,Rabi
CHIKBALLAPUR,2007,110,239,48,31,21,23.85724032,82.22572988,7.382762603,195.0948311,Rabi
CHIKBALLAPUR,2009,93,209,56,38,6,21.97199397,81.89918197,5.658169482,227.3637009,Rabi
CHIKBALLAPUR,2008,3061,9590,60,33,7,28.27433027,84.24596362,7.15899035,132.7759914,Summer
CHIKBALLAPUR,2007,1796,5443,47,46,7,25.13447738,89.26752796,6.537262471,373.8070834,Summer
CHIKBALLAPUR,2010,1912,5108,49,44,7,30.6695153,66.78200908,6.153389045,267.8731303,Summer
CHIKBALLAPUR,2011,470,1594,51,30,19,34.33886506,69.65945017,7.050544001,315.4935066,Summer
CHIKBALLAPUR,2009,617,1552,57,32,11,26.90669593,78.03709138,6.578496501,155.755351,Summer
CHIKBALLAPUR,2012,133,422,58,33,9,32.47487256,81.89644339,6.802498769,245.9951627,Summer
CHIKBALLAPUR,2014,15,27,28,45,27,32.32625387,64.57254225,7.088082198,458.6550339,Summer
CHIKBALLAPUR,2013,9,26,40,44,16,27.93587277,64.55123788,6.299246414,112.1528628,Summer
CHIKMAGALUR,1999,48320,114524,41,51,8,32.14007757,61.79457539,6.115654953,475.6223352,Kharif
CHIKMAGALUR,2000,46223,114036,42,46,12,26.25290547,79.07342253,6.253447029,448.0726529,Kharif
CHIKMAGALUR,2011,41880,113629,41,48,11,29.87822078,76.30600724,6.394525396,178.3441443,Kharif
CHIKMAGALUR,2011,41880,113629,53,41,6,29.77137596,79.26939011,7.257715052,212.7256475,Kharif
CHIKMAGALUR,1997,48109,112905,42,38,20,33.42558276,79.14731893,7.000012153,256.8074359,Kharif
CHIKMAGALUR,2010,40562,111308,49,30,21,32.90856545,74.5925629,7.165719471,478.2988377,Kharif
CHIKMAGALUR,2010,40562,111308,48,40,12,26.75218223,80.14930262,6.571628966,382.208031,Kharif
CHIKMAGALUR,1998,46109,108109,44,35,21,29.74528021,76.87425861,7.424566842,313.1728046,Kharif
CHIKMAGALUR,2013,38396,105672,59,31,10,34.76543676,61.84473447,7.453369068,337.9866585,Kharif
CHIKMAGALUR,2013,38396,105672,40,50,10,32.90374028,63.6814678,6.710908591,206.3787957,Kharif
CHIKMAGALUR,2004,41900,105085.2,51,39,10,30.95535188,61.05467115,6.987306942,437.9007871,Kharif
CHIKMAGALUR,2004,41900,105085.2,46,40,14,28.42910047,89.93214086,6.254578109,321.4873693,Kharif
CHIKMAGALUR,2001,44486,102979,40,40,20,31.80134718,84.94473134,6.033842493,485.3604066,Kharif
CHIKMAGALUR,2006,42119,102630,55,33,12,28.99144874,89.89030152,7.378738998,201.9139374,Kharif
CHIKMAGALUR,2006,42119,102630,54,40,6,26.18344455,66.81457432,6.498868219,416.1247321,Kharif
CHIKMAGALUR,2007,38745,102482,47,43,10,25.01810339,75.7632594,7.300813947,497.2682921,Kharif
CHIKMAGALUR,2007,38745,102482,55,35,10,33.21527757,69.03643599,7.29309393,394.5436277,Kharif
CHIKMAGALUR,2008,40566,100583.4,57,32,11,32.42150233,80.04324721,6.193642811,430.3865791,Kharif
CHIKMAGALUR,2008,40566,100583.4,52,39,9,34.1004399,82.57792734,7.370074703,106.7003649,Kharif
CHIKMAGALUR,2009,40065,100102.4,44,50,6,33.3684912,82.78229534,6.159021818,489.3000484,Kharif
CHIKMAGALUR,2009,40065,100102.4,42,50,8,26.43377694,76.34020091,6.601684242,221.1193143,Kharif
CHIKMAGALUR,2005,40973,97398,54,32,14,26.49027109,82.20760652,7.267428494,491.2970482,Kharif
CHIKMAGALUR,2005,40973,97398,59,34,7,28.99144874,89.89030152,7.378738998,201.9139374,Kharif
CHIKMAGALUR,2014,37327,97056,53,31,16,32.41066224,65.34480942,7.452087462,378.473842,Kharif
CHIKMAGALUR,2014,37327,97056,48,37,15,25.01810339,75.7632594,7.300813947,497.2682921,Kharif
CHIKMAGALUR,2002,42970,84557,42,52,6,31.79865542,72.51823502,6.501149643,396.8834703,Kharif
CHIKMAGALUR,2002,42970,84557,51,43,6,28.62033744,88.3526497,6.052091538,143.8429575,Kharif
CHIKMAGALUR,2012,35282,80175,41,47,12,26.75218223,80.14930262,6.571628966,382.208031,Kharif
CHIKMAGALUR,2012,35282,80175,53,33,14,27.0148318,78.73984805,6.644088302,347.8086016,Kharif
CHIKMAGALUR,2003,40634,76842,47,37,16,34.37027057,81.91672224,6.844353565,298.9065169,Kharif
CHIKMAGALUR,2003,40634,76842,54,32,14,34.1004399,82.57792734,7.370074703,106.7003649,Kharif
CHIKMAGALUR,1999,48320,114524,49,30,21,25.87867882,63.19339921,7.218294856,340.8768915,Summer
CHIKMAGALUR,2000,46223,114036,52,38,10,34.97104298,63.69780771,7.220878228,391.4861975,Summer
CHIKMAGALUR,1997,48109,112905,56,39,5,25.71428783,81.73715493,6.134264007,105.5299104,Summer
CHIKMAGALUR,1998,46109,108109,59,33,8,25.53279423,70.4136815,7.389101926,114.2722759,Summer
CHIKMAGALUR,2001,44486,102979,54,38,8,27.5879324,76.85642409,6.406083817,302.0600016,Summer
CHIKMAGALUR,2004,3759,16816,47,30,23,31.3774653,84.27947514,6.64665947,170.0033725,Summer
CHIKMAGALUR,1999,4880,14836,54,36,10,29.13659979,62.4457276,6.780533733,420.0382231,Summer
CHIKMAGALUR,1997,3431,12040,49,34,17,26.83115188,82.17793825,6.640324001,245.3950478,Summer
CHIKMAGALUR,1998,3732,10704,53,31,16,30.79205726,75.12482109,6.099185081,337.8378424,Summer
CHIKMAGALUR,2005,3860,10458,43,42,15,30.05817335,60.1202207,7.495380269,249.757132,Summer
CHIKMAGALUR,2006,3562,9610,57,38,5,27.3494979,67.27777454,6.424206612,453.999228,Summer
CHIKMAGALUR,2011,3496,8971,59,31,10,33.47219836,62.49594209,6.145305163,399.8863919,Summer
CHIKMAGALUR,2001,3067,8904,51,36,13,27.15065777,85.78039593,6.047882022,101.8233973,Summer
CHIKMAGALUR,2007,3262,8510,44,43,13,26.89849874,89.61528749,7.335634991,356.2276716,Summer
CHIKMAGALUR,2014,3010,8244,54,41,5,25.32393032,85.41725849,6.949547969,162.9678319,Summer
CHIKMAGALUR,2009,3577,8166,59,32,9,34.2913179,74.81842607,7.326344102,452.8532039,Summer
CHIKMAGALUR,2010,3494,7751,41,38,21,30.69444324,89.07917539,6.5923208,293.1504676,Summer
